budget,homepage,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,vote_average,vote_count,movie_type,production_house,country,country _code
24000000,,10480,en,Nurse Betty,3.572339,08-Sep-00,0,108,Released,She's chasing a dream... they're chasing her.,5.9,111,"Comedy, Crime, Thriller",Gramercy Pictures,Germany,DE
24000000,,13495,es,Alatriste,6.009644,01-Sep-06,23321954,145,Released,,5.6,61,Action,Twentieth Century Fox Film Corporation,Spain,ES
24000000,,4935,ja,ハウルの動く城,49.549984,19-Nov-04,234710455,119,Released,The two lived there,8.2,1991,"Fantasy, Animation, Adventure",Studio Ghibli,Japan,JP
24000000,http://www.hitmanmovie.com/,1620,en,Hitman,42.669304,21-Nov-07,99965753,89,Released,Assassin 47,5.9,966,"Action, Crime, Drama, Thriller",Twentieth Century Fox Film Corporation,France,FR
24000000,http://www.themenwhostareatgoatsmovie.com/,10313,en,The Men Who Stare at Goats,20.69219,17-Oct-09,68729358,93,Released,No goats. No glory.,5.9,742,"Comedy, War",BBC Films,United Kingdom,GB
24000000,http://www.zackandmiri.com,10358,en,Zack and Miri Make a Porno,27.326466,18-Sep-08,42105111,102,Released,What would you do to get out of debt?,6.1,721,Comedy,Blue Askew,United States of America,US
24000000,http://www.weinsteinco.com/#/film/idontknowhow,70868,en,I Don't Know How She Does It,8.630825,16-Sep-11,30551495,89,Released,"If it were easy, men would do it too.",5,141,"Romance, Comedy",The Weinstein Company,United States of America,US
24000000,http://www.piranha-3d.com,43593,en,Piranha 3D,23.343839,20-Aug-10,83188165,88,Released,There's something in the water.,5.3,581,"Comedy, Horror",The Weinstein Company,United States of America,US
24000000,http://www.oldschool-themovie.com,11635,en,Old School,24.70166,21-Feb-03,87055349,91,Released,"All the fun of college, none of the education.",6.6,541,Comedy,DreamWorks SKG,United States of America,US
24000000,http://www.fasterthemovie.com/,41283,en,Faster,26.324874,23-Nov-10,23081726,98,Released,Slow Justice is no Justice,6.1,568,"Crime, Drama, Action, Thriller",Castle Rock Entertainment,United States of America,US
24000000,http://readytorumble.warnerbros.com/flash.html,20697,en,Ready to Rumble,3.113009,07-Apr-00,12372410,107,Released,They're headed to the big time...face first.,4.7,49,"Action, Comedy, Drama",Bel Air Entertainment,United States of America,US
24000000,http://www.rocky.com/,1246,en,Rocky Balboa,30.445257,20-Dec-06,155721132,102,Released,It ain't over 'til it's over.,6.5,835,Drama,Columbia Pictures,United States of America,US
23600000,http://www.zombieland.com/,19908,en,Zombieland,57.300674,07-Oct-09,102391382,88,Released,This place is so dead,7.2,3550,"Comedy, Horror",Columbia Pictures,United States of America,US
23000000,,12658,en,Someone Like You...,7.901891,30-Mar-01,0,97,Released,The story about the one that got away and the one she never saw coming.,6,118,"Comedy, Romance",Fox 2000 Pictures,United States of America,US
23000000,,8328,en,Step Up 2: The Streets,28.973074,14-Feb-08,150816700,98,Released,It's not where you're from. It's where you're at.,6.5,640,"Music, Drama, Romance",Summit Entertainment,United States of America,US
23000000,,854,en,The Mask,85.30318,29-Jul-94,351583407,101,Released,From zero to hero.,6.6,2472,"Romance, Comedy, Crime, Fantasy",New Line Cinema,United States of America,US
23000000,,9532,en,Final Destination,38.799596,16-Mar-00,53302314,98,Released,No accidents. No coincidences. No escapes. You can't cheat death.,6.4,1378,Horror,New Line Cinema,United States of America,US
23000000,,10866,en,Joy Ride,11.183197,05-Oct-01,36642838,97,Released,"It was just a joke, just for fun.",6.3,325,"Mystery, Thriller, Drama",Regency Enterprises,United States of America,US
23000000,,10663,en,The Waterboy,23.839127,06-Nov-98,185991646,90,Released,You can mess with him. But don't mess with his water.,5.9,512,Comedy,Touchstone Pictures,United States of America,US
23000000,,580,en,Jaws: The Revenge,12.777008,17-Jul-87,51881013,89,Released,"This time, it’s personal.",3.5,224,"Adventure, Thriller",Universal Pictures,United States of America,US
23000000,,20024,en,The End of the Affair,6.921263,03-Dec-99,10827816,102,Released,,6.6,55,Drama,Columbia Pictures Corporation,United States of America,US
23000000,,37137,en,The Naked Gun 2½: The Smell of Fear,27.33256,28-Jun-91,86930411,85,Released,If you see only one movie this year...you ought to get out more often,6.6,546,"Comedy, Crime",Paramount Pictures,United States of America,US
23000000,,14844,en,Chasing Liberty,3.362045,09-Jan-04,12,111,Released,How do you fall in love with the whole world watching?,6.1,152,"Comedy, Romance",Alcon Entertainment,United Kingdom,GB
23000000,,11632,en,Vanity Fair,6.618149,01-Sep-04,16123851,141,Released,"On September 1st, a heroine will rise.",5.5,73,"Drama, Romance",Alliance Films,United Kingdom,GB
23000000,,22215,en,Chéri,5.494047,10-Feb-09,9366227,86,Released,,5.9,56,"Drama, Comedy, Romance",Pathé Renn Productions,Germany,DE
23000000,,746,en,The Last Emperor,21.189028,21-Oct-87,43984230,163,Released,"He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.",7.4,355,"Drama, History",Columbia Pictures,France,FR
23000000,,6478,en,Beyond the Sea,6.138213,17-Dec-04,0,118,Released,"In the era of cool, Bobby Darin was the soundtrack.",6.5,55,"Drama, Music",Lionsgate,Germany,DE
23000000,http://www.bodyguardsandassassins.com/,30596,cn,十月圍城,7.876883,18-Dec-09,5837674,139,Released,"To save a nations future, they must protect one man from its past.",6.5,57,"Drama, Action, History",China Film Group Corporation,China,CN
23000000,http://www.miramax.com/movie/bad-santa,10147,en,Bad Santa,26.58873,26-Nov-03,76488889,91,Released,He doesn't care if you're naughty or nice.,6.5,656,"Drama, Comedy, Crime",Columbia Pictures,Germany,DE
23000000,http://www.herthemovie.com/,152601,en,Her,53.682367,18-Dec-13,47351251,126,Released,A Spike Jonze Love Story,7.9,4097,"Romance, Science Fiction, Drama",Warner Bros.,China,CN
23000000,http://www.haywiremovie.com/,70435,en,Haywire,26.257951,06-Nov-11,33372606,93,Released,They left her no choice.,5.6,505,"Action, Thriller",Irish Film Board,Ireland,IE
23000000,http://www.foxmovies.com/movies/eddie-the-eagle,319888,en,Eddie the Eagle,29.365851,26-Feb-16,46152800,106,Released,"Win or lose, always aim high",7.2,661,"Comedy, Drama, History",Studio Babelsberg,Germany,DE
23000000,http://www.pitchblack.com/,2787,en,Pitch Black,18.493202,18-Feb-00,53187659,108,Released,Don't be afraid of the dark. Be afraid of what's in the dark,6.7,1789,"Thriller, Science Fiction, Action",Interscope Communications,United States of America,US
23000000,http://www.mgm.com/title_title.do?title_star=HARLEYDA,2453,en,Harley Davidson and the Marlboro Man,12.869436,23-Aug-91,7434726,98,Released,When the going gets tough... the tough take the law into their own hands.,6.1,82,"Action, Thriller",Metro-Goldwyn-Mayer (MGM),United States of America,US
23000000,http://www.foxmovies.com/anywherebuthere/,21349,en,Anywhere But Here,8.976738,12-Nov-99,18653615,114,Released,A story of a mother who knows best... and a daughter who knows better.,5.9,66,"Drama, Comedy, Romance",Twentieth Century Fox Film Corporation,United States of America,US
23000000,http://www.aboutmary.com/,544,en,There's Something About Mary,57.110486,15-Jul-98,369884651,119,Released,Love Is In The Hair.,6.5,1590,"Romance, Comedy",Twentieth Century Fox Film Corporation,United States of America,US
23000000,http://wip.warnerbros.com/inthevalleyofelah/,6973,en,In the Valley of Elah,15.676123,31-Aug-07,29541790,124,Released,Sometimes finding the truth is easier than facing it.,6.6,261,"History, Drama, Thriller, Crime, Mystery",Summit Entertainment,United States of America,US
22700000,http://www.mgm.com/view/movie/1873/Spaceballs/,957,en,Spaceballs,39.890798,24-Jun-87,38119483,96,Released,May the schwartz be with you,6.7,902,"Comedy, Science Fiction",Brooksfilms Ltd.,United States of America,US
22500000,http://www.thewaterdiviner.com/,256917,en,The Water Diviner,22.096286,25-Dec-14,15520023,112,Released,To honour a promise. To find his sons. To make his peace.,6.8,431,"War, Drama",Hopscotch Features,Australia,AU
22000000,,38031,en,You Will Meet a Tall Dark Stranger,12.4654,23-May-10,0,98,Released,,5.8,251,"Comedy, Drama, Romance",Antena 3 Films,United States of America,US
22000000,,10929,en,Willard,1.322528,14-Mar-03,0,100,Released,"When the cat's away, the rats will play.",5.8,82,Horror,New Line Cinema,United States of America,US
22000000,,82650,en,Diary of a Wimpy Kid: Dog Days,13.410919,02-Aug-12,77112176,94,Released,School's Out for the summer,6,223,"Comedy, Family",Fox 2000 Pictures,United States of America,US
22000000,,204082,en,Homefront,35.737655,27-Nov-13,43058898,100,Released,How far would you go to protect your home?,6.4,875,"Action, Thriller",Millennium Films,United States of America,US
22000000,,235260,en,Son of God,9.175762,28-Feb-14,67800064,138,Released,Their Empire. His Kingdom.,5.9,83,Drama,Hearst Entertainment Productions,United States of America,US
22000000,,164457,en,Out of the Furnace,29.230298,06-Dec-13,15400000,116,Released,Sometimes your battles choose you.,6.5,720,"Thriller, Drama, Crime",Appian Way,United States of America,US
22000000,,1642,en,The Net,23.218144,28-Jul-95,110627965,114,Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",5.6,354,"Crime, Drama, Mystery, Thriller, Action",Columbia Pictures,United States of America,US
22000000,,5550,en,RoboCop 3,14.725467,17-Apr-93,10696210,104,Released,He's back to lay down the law.,4.2,305,"Action, Adventure, Crime, Science Fiction, Thriller",Orion Pictures,United States of America,US
22000000,,11395,en,The Santa Clause,16.234053,10-Nov-94,189833357,97,Released,What if your dad was Santa Claus?,6.3,489,"Fantasy, Drama, Comedy, Family",Walt Disney Pictures,United States of America,US
22000000,,2055,en,Open Range,19.068175,29-Aug-03,68296293,139,Released,No place to run. No reason to hide.,7,262,Western,Tig Productions,United States of America,US
22000000,,10950,en,I Am Sam,26.071644,28-Dec-01,92542418,132,Released,love is all you need,7.2,530,Drama,New Line Cinema,United States of America,US
22000000,,11090,en,The Animal,13.786075,01-Jun-01,84772742,84,Released,He wasn't much of a man... Now he's not much of an animal!,4.6,304,"Action, Comedy",Revolution Studios,United States of America,US
22000000,,10878,en,Saving Silverman,12.887673,09-Feb-01,19351569,90,Released,They swore nothing would come between them. Then evil walked in the door,5.4,154,"Comedy, Crime, Romance",Village Roadshow Pictures,United States of America,US
22000000,,11453,en,Deuce Bigalow: European Gigolo,10.259461,06-Aug-05,22400154,83,Released,For the women of Europe... The price of love just got a lot cheaper.,4.7,225,Comedy,Columbia Pictures Corporation,United States of America,US
22000000,,2294,en,Jay and Silent Bob Strike Back,21.865021,22-Aug-01,33788161,104,Released,Hollywood had it coming,6.4,480,Comedy,Dimension Films,United States of America,US
22000000,,10696,en,Glitter,3.809131,21-Sep-01,5271666,104,Released,"In music she found her dream, her love, herself.",3.4,38,"Drama, Romance",Twentieth Century Fox Film Corporation,United States of America,US
22000000,,38985,en,Sorcerer,9.088209,24-Jun-77,12000000,121,Released,WANTED. Four men willing to drive a cargo of death to escape a life in hell.,7.4,98,"Action, Thriller, Adventure",Paramount Pictures,United States of America,US
22000000,,251,en,Ghost,41.967005,12-Jul-90,505000000,127,Released,A love that will last forever.,6.9,1339,"Fantasy, Drama, Thriller, Mystery, Romance",Paramount Pictures,United States of America,US
22000000,,5902,en,A Bridge Too Far,20.256571,15-Jun-77,50750000,175,Released,Out of the sky comes the screen's most incredible spectacle of men and war!,6.9,207,"Drama, History, War",United Artists,United Kingdom,GB
22000000,,581,en,Dances with Wolves,45.707835,09-Nov-90,424208848,181,Released,Inside everyone is a frontier waiting to be discovered.,7.6,1046,"Adventure, Drama, Western",Tig Productions,United Kingdom,GB
22000000,,10425,en,The Death and Life of Bobby Z,12.893219,23-Jul-07,413454,97,Released,"To live a life of his own, he has to die first.",5.8,103,"Drama, Action, Thriller, Crime",Eclectic pictures,Germany,DE
22000000,,24100,en,The Little Vampire,4.365196,27-Oct-00,13555988,95,Released,"They're not just best friends, they're blood brothers.",6.1,77,"Family, Horror",New Line Cinema,Germany,DE
22000000,,204922,en,Before I Go to Sleep,48.784734,03-Sep-14,15447154,92,Released,Who do you trust?,6.2,659,"Mystery, Thriller",StudioCanal,France,FR
22000000,,228194,en,The Hundred-Foot Journey,27.898438,06-Aug-14,88880821,122,Released,Life's greatest journey begins with the first step.,7.3,508,Drama,Amblin Entertainment,India,IN
22000000,,783,en,Gandhi,35.227212,30-Nov-82,77737889,191,Released,His triumph changed the world forever.,7.4,716,"Drama, History",Columbia Pictures,India,IN
22000000,,10445,en,Shadowlands,5.609755,25-Dec-93,0,131,Released,,6.8,61,"Drama, Romance",Shadowlands Productions,United Kingdom,GB
22000000,,1599,en,I Heart Huckabees,14.925633,10-Sep-04,0,106,Released,An existential comedy,6.2,239,"Comedy, Romance",Fox Searchlight Pictures,Germany,DE
22000000,,19366,en,Josie and the Pussycats,6.404571,06-Apr-01,0,98,Released,"They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.",5.3,72,"Comedy, Music",Universal Pictures,Canada,CA
22000000,,153158,es,Metegol,14.866351,18-Jul-13,24000000,106,Released,There's only one team this summer.,6,122,"Animation, Adventure, Romance",100 Bares,Argentina,AR
22000000,,11661,fr,Joyeux Noël,13.960945,09-Nov-05,17709155,116,Released,France 1914. A moment of humanity that made history.,7.2,212,"Romance, Drama, History, War, Music",Senator Film Produktion,Belgium,BE
22000000,http://www.sonypictures.com/movies/underworld/site/main.html,277,en,Underworld,81.829237,19-Sep-03,95708457,121,Released,Underworld,6.6,2512,"Fantasy, Action, Thriller",Lakeshore Entertainment,Germany,DE
22000000,http://weinsteinco.com/films/derailed/,8999,en,Derailed,17.7091,11-Nov-05,57479076,108,Released,He never saw it coming.,6.1,319,"Drama, Thriller",Miramax Films,United Kingdom,GB
22000000,http://www.fairgame-movie.com/,38363,en,Fair Game,12.54949,20-May-10,24188922,108,Released,Wife. Mother. Spy.,6.5,235,"Drama, Thriller",River Road Entertainment,United States of America,US
22000000,http://theinformantmovie.warnerbros.com/,11323,en,The Informant!,17.772518,18-Sep-09,35424826,108,Released,Based on a tattle-tale.,6,301,"Drama, Comedy, Crime",Section Eight,United States of America,US
22000000,http://movies.disney.com/the-game-plan,13680,en,The Game Plan,20.699212,28-Sep-07,147880543,110,Released,"Half his size, twice the trouble ... and she's moving in.",6,428,"Comedy, Family",Walt Disney Pictures,United States of America,US
22000000,http://www.stonemovie.com/stone.html,44113,en,Stone,12.445176,07-Oct-10,9479718,105,Released,Some People Tell Lies. Others Live Them.,5.2,192,Drama,Stone Productions,United States of America,US
22000000,http://www.schindlerslist.com/,424,en,Schindler's List,104.469351,29-Nov-93,321365567,195,Released,"Whoever saves one life, saves the world entire.",8.3,4329,"Drama, History, War",Universal Pictures,United States of America,US
22000000,http://www.hailcaesar-film.com/ww/,270487,en,"Hail, Caesar!",39.006187,05-Feb-16,63647656,106,Released,Lights. Camera. Abduction.,5.7,1309,"Comedy, Drama, Mystery",Universal Pictures,United States of America,US
